site,miner_id,ip,mac,scanner_result,model,firmware,rt_hash,avg_hash,elapsed,temperature,fan_rpm,pool_state,worker
DEMO-RIVERBEND,RB-04353,10.240.18.42,02:00:00:11:01:25,Success,WhatsMiner M30S++ 112T,20230110,115333.70 GH/s,113575.01 GH/s,9d 13h 36m,63.6/65.4/64.3 C,6091/5739/6460/5704 RPM,Connected,demo-riverbend.04353
DEMO-RIVERBEND,RB-04354,10.240.18.43,02:00:00:11:02:4a,Success,Antminer S19j Pro 104T,20230315,100274.38 GH/s,100817.70 GH/s,7d 14h 43m,77.3/76.8/78.6 C,6363/6471/5647/5885 RPM,Connected,demo-riverbend.04354
DEMO-RIVERBEND,RB-04355,10.240.18.44,02:00:00:11:03:6f,Success,Antminer S19 95T,20230110,96452.36 GH/s,96171.73 GH/s,3d 10h 21m,73.8/73.1/74.0 C,5756/5583/6407/6382 RPM,Connected,demo-riverbend.04355
DEMO-RIVERBEND,RB-04356,10.240.18.45,02:00:00:11:04:94,Success,WhatsMiner M30S++ 112T,20230110,101640.74 GH/s,107854.90 GH/s,9d 21h 48m,66.8/65.8/66.3 C,5718/5813/6286/5947 RPM,Connected,demo-riverbend.04356
DEMO-RIVERBEND,RB-04357,10.240.18.46,02:00:00:11:05:b9,Success,Antminer S19j Pro 104T,20230315,102266.38 GH/s,104504.09 GH/s,9d 16h 52m,77.5/78.2/79.1 C,6197/5816/5846/6435 RPM,Connected,demo-riverbend.04357
DEMO-RIVERBEND,RB-04358,10.240.18.47,02:00:00:11:06:de,Success,Antminer S19 95T,20230110,90113.88 GH/s,92457.13 GH/s,5d 14h 17m,68.4/69.0/68.1 C,6372/5425/5965/5840 RPM,Connected,demo-riverbend.04358
DEMO-RIVERBEND,RB-04359,10.240.18.48,02:00:00:11:07:03,Success,WhatsMiner M30S++ 112T,20230110,110881.81 GH/s,112437.43 GH/s,4d 18h 30m,69.7/70.9/71.7 C,5455/5523/5660/6464 RPM,Connected,demo-riverbend.04359
DEMO-RIVERBEND,RB-04360,10.240.18.49,02:00:00:11:08:28,Success,Antminer S19j Pro 104T,20230315,105761.08 GH/s,104431.00 GH/s,8d 01h 11m,76.1/77.8/76.5 C,6236/5810/5726/5800 RPM,Connected,demo-riverbend.04360
DEMO-RIVERBEND,RB-04361,10.240.18.50,02:00:00:11:09:4d,Success,Antminer S19 95T,20230110,93522.90 GH/s,97841.61 GH/s,4d 15h 38m,73.9/74.5/74.1 C,6405/6021/5447/5836 RPM,Connected,demo-riverbend.04361
DEMO-RIVERBEND,RB-04362,10.240.18.51,02:00:00:11:0a:72,Success,WhatsMiner M30S++ 112T,20230110,113930.47 GH/s,111935.02 GH/s,3d 21h 45m,62.4/64.1/62.5 C,5671/5669/6260/6378 RPM,Connected,demo-riverbend.04362
DEMO-RIVERBEND,RB-04363,10.240.18.52,02:00:00:11:0b:97,Success,Antminer S19j Pro 104T,20230315,95599.46 GH/s,102016.11 GH/s,4d 06h 02m,65.6/65.7/65.7 C,5764/5764/6272/5529 RPM,Connected,demo-riverbend.04363
DEMO-RIVERBEND,RB-04364,10.240.18.53,02:00:00:11:0c:bc,Success,Antminer S19 95T,20230110,85357.69 GH/s,91523.95 GH/s,2d 21h 54m,67.1/67.0/67.9 C,5770/5909/5815/5866 RPM,Connected,demo-riverbend.04364
DEMO-RIVERBEND,RB-04365,10.240.18.54,02:00:00:11:0d:e1,Success,WhatsMiner M30S++ 112T,20230110,108243.72 GH/s,110374.78 GH/s,5d 06h 33m,63.5/64.2/64.8 C,6274/5684/5441/5762 RPM,Connected,demo-riverbend.04365
DEMO-RIVERBEND,RB-04366,10.240.18.55,02:00:00:11:0e:06,Success,Antminer S19j Pro 104T,20230315,105037.99 GH/s,106906.95 GH/s,4d 05h 28m,65.1/64.9/65.2 C,5503/6174/6086/6133 RPM,Connected,demo-riverbend.04366
DEMO-RIVERBEND,RB-04367,10.240.18.56,02:00:00:11:0f:2b,Success,Antminer S19 95T,20230110,90606.45 GH/s,94710.86 GH/s,4d 16h 55m,69.3/68.5/69.3 C,6104/5498/5892/5844 RPM,Connected,demo-riverbend.04367
DEMO-RIVERBEND,RB-04368,10.240.18.57,02:00:00:11:10:50,Success,WhatsMiner M30S++ 112T,20230110,106341.58 GH/s,112596.43 GH/s,4d 00h 02m,77.2/77.8/77.0 C,6489/6268/6378/5999 RPM,Connected,demo-riverbend.04368
DEMO-RIVERBEND,RB-04369,10.240.18.58,02:00:00:11:11:75,Success,Antminer S19j Pro 104T,20230315,103209.39 GH/s,103622.28 GH/s,9d 10h 51m,64.3/65.4/63.5 C,6026/5831/6444/5860 RPM,Connected,demo-riverbend.04369
DEMO-RIVERBEND,RB-04370,10.240.18.59,02:00:00:11:12:9a,Success,Antminer S19 95T,20230110,54772.29 GH/s,92535.60 GH/s,8d 16h 26m,74.2/75.6/75.5 C,6295/5623/5825/5864 RPM,Connected,demo-riverbend.04370
DEMO-RIVERBEND,RB-04371,10.240.18.60,02:00:00:11:13:bf,Success,WhatsMiner M30S++ 112T,20230110,110676.98 GH/s,111072.00 GH/s,9d 21h 14m,60.6/60.2/62.4 C,5411/5561/6104/5892 RPM,Connected,demo-riverbend.04371
DEMO-RIVERBEND,RB-04372,10.240.18.61,02:00:00:11:14:e4,Success,Antminer S19j Pro 104T,20230315,104523.89 GH/s,106724.86 GH/s,7d 14h 07m,62.8/63.4/63.7 C,6118/6010/6015/6467 RPM,Connected,demo-riverbend.04372
DEMO-RIVERBEND,RB-04373,10.240.18.62,02:00:00:11:15:09,Success,Antminer S19 95T,20230110,96818.15 GH/s,95171.48 GH/s,7d 16h 00m,60.9/60.2/59.9 C,,Connected,demo-riverbend.04373
DEMO-RIVERBEND,RB-04374,10.240.18.63,02:00:00:11:16:2e,Success,WhatsMiner M30S++ 112T,20230110,111714.41 GH/s,110895.72 GH/s,5d 13h 33m,74.4/74.5/75.1 C,5851/6126/5602/5825 RPM,Connected,demo-riverbend.04374
DEMO-RIVERBEND,RB-04375,10.240.18.64,02:00:00:11:17:53,Success,Antminer S19j Pro 104T,20230315,104749.88 GH/s,105532.26 GH/s,4d 18h 05m,65.9/66.8/66.3 C,6146/6421/5687/6225 RPM,Connected,demo-riverbend.04375
DEMO-RIVERBEND,RB-04376,10.240.18.65,02:00:00:11:18:78,Success,Antminer S19 95T,20230110,89788.44 GH/s,93523.31 GH/s,9d 22h 38m,62.1/61.2/62.3 C,5432/5955/5668/5988 RPM,Connected,demo-riverbend.04376
DEMO-RIVERBEND,RB-04377,10.240.18.66,02:00:00:11:19:9d,Success,WhatsMiner M30S++ 112T,20230110,103629.73 GH/s,108779.89 GH/s,8d 19h 16m,63.3/64.2/64.8 C,5973/5662/5647/6336 RPM,Connected,demo-riverbend.04377
DEMO-RIVERBEND,RB-04378,10.240.18.67,02:00:00:11:1a:c2,Success,Antminer S19j Pro 104T,20230315,102268.51 GH/s,106923.86 GH/s,5d 11h 01m,67.9/68.2/67.7 C,6015/5547/5584/6045 RPM,Connected,demo-riverbend.04378
DEMO-RIVERBEND,RB-04379,10.240.18.68,02:00:00:11:1b:e7,Success,Antminer S19 95T,20230110,91314.38 GH/s,93013.19 GH/s,8d 12h 43m,73.5/75.3/75.3 C,5996/6360/5531/6396 RPM,Connected,demo-riverbend.04379
DEMO-RIVERBEND,RB-04380,10.240.18.69,02:00:00:11:1c:0c,Success,WhatsMiner M30S++ 112T,20230110,106540.12 GH/s,113014.95 GH/s,2d 01h 11m,71.6/73.4/73.5 C,5603/5488/5449/5574 RPM,Connected,demo-riverbend.04380
DEMO-RIVERBEND,RB-04381,10.240.18.70,02:00:00:11:1d:31,Success,Antminer S19j Pro 104T,20230315,98786.70 GH/s,100329.70 GH/s,8d 12h 33m,63.1/64.6/63.7 C,6382/5427/5774/5909 RPM,Connected,demo-riverbend.04381
DEMO-RIVERBEND,RB-04382,10.240.18.71,02:00:00:11:1e:56,Success,Antminer S19 95T,20230110,92400.12 GH/s,94897.42 GH/s,6d 16h 29m,65.9/66.5/66.7 C,6344/5439/5839/5467 RPM,Connected,demo-riverbend.04382
DEMO-RIVERBEND,RB-04383,10.240.18.72,02:00:00:11:1f:7b,Success,WhatsMiner M30S++ 112T,20230110,116037.72 GH/s,113035.61 GH/s,2d 03h 51m,65.0/66.7/65.4 C,5694/5557/5749/6098 RPM,Connected,demo-riverbend.04383
DEMO-RIVERBEND,RB-04384,10.240.18.73,02:00:00:11:20:a0,Success,Antminer S19j Pro 104T,20230315,105017.24 GH/s,106154.02 GH/s,9d 11h 45m,70.7/70.6/71.5 C,5515/6343/5430/5956 RPM,Connected,demo-riverbend.04384
DEMO-RIVERBEND,RB-04385,10.240.18.74,02:00:00:11:21:c5,Success,Antminer S19 95T,20230110,87926.08 GH/s,93066.43 GH/s,8d 12h 45m,72.7/74.3/73.9 C,6325/5605/5756/5794 RPM,Connected,demo-riverbend.04385
DEMO-RIVERBEND,RB-04386,10.240.18.75,02:00:00:11:22:ea,Success,WhatsMiner M30S++ 112T,20230110,109146.53 GH/s,110081.10 GH/s,6d 12h 55m,73.0/72.8/72.7 C,6303/5738/5500/5787 RPM,Connected,demo-riverbend.04386
DEMO-RIVERBEND,RB-04387,10.240.18.76,02:00:00:11:23:0f,Success,Antminer S19j Pro 104T,20230315,106032.90 GH/s,106784.82 GH/s,3d 01h 18m,60.8/60.8/61.7 C,6096/5807/5476/5757 RPM,Connected,demo-riverbend.04387
DEMO-RIVERBEND,RB-04388,10.240.18.77,02:00:00:11:24:34,Success,Antminer S19 95T,20230110,92842.87 GH/s,96116.30 GH/s,5d 21h 44m,77.7/79.4/77.8 C,5795/5861/6474/5974 RPM,Connected,demo-riverbend.04388
DEMO-RIVERBEND,RB-04389,10.240.18.78,02:00:00:11:25:59,Success,WhatsMiner M30S++ 112T,20230110,105277.35 GH/s,109361.53 GH/s,5d 22h 50m,68.2/69.8/67.9 C,5433/5935/6133/5995 RPM,Connected,demo-riverbend.04389
DEMO-RIVERBEND,RB-04390,10.240.18.79,02:00:00:11:26:7e,Success,Antminer S19j Pro 104T,20230315,102713.82 GH/s,100265.22 GH/s,8d 11h 52m,74.1/73.2/75.6 C,5450/6195/6277/5453 RPM,Connected,demo-riverbend.04390
DEMO-RIVERBEND,RB-04391,10.240.18.80,02:00:00:11:27:a3,Success,Antminer S19 95T,20230110,92129.77 GH/s,93110.89 GH/s,3d 14h 13m,67.2/68.4/67.5 C,5634/6191/6449/5584 RPM,Connected,demo-riverbend.04391
DEMO-RIVERBEND,RB-04392,10.240.18.81,02:00:00:11:28:c8,Success,WhatsMiner M30S++ 112T,20230110,113083.76 GH/s,112392.67 GH/s,7d 18h 43m,76.2/76.0/77.8 C,5733/6142/5897/6377 RPM,Connected,demo-riverbend.04392
DEMO-RIVERBEND,RB-04393,10.240.18.82,02:00:00:11:29:ed,Success,Antminer S19j Pro 104T,20230315,109700.88 GH/s,106985.23 GH/s,4d 18h 40m,61.1/62.0/62.3 C,6163/5975/5941/5502 RPM,Connected,demo-riverbend.04393
DEMO-RIVERBEND,RB-04394,10.240.18.83,02:00:00:11:2a:12,Success,Antminer S19 95T,20230110,93460.35 GH/s,91653.26 GH/s,5d 13h 14m,73.5/72.9/72.6 C,6480/6394/5711/6017 RPM,Connected,demo-riverbend.04394
DEMO-RIVERBEND,RB-04395,10.240.18.84,02:00:00:11:2b:37,Success,WhatsMiner M30S++ 112T,20230110,108068.63 GH/s,112687.90 GH/s,1d 18h 37m,71.3/71.7/71.5 C,6077/5680/5868/6088 RPM,Connected,demo-riverbend.04395
DEMO-RIVERBEND,RB-04396,10.240.18.85,02:00:00:11:2c:5c,Success,Antminer S19j Pro 104T,20230315,103297.93 GH/s,101510.78 GH/s,5d 22h 54m,67.9/69.5/68.0 C,6301/5656/5644/5698 RPM,Connected,demo-riverbend.04396
DEMO-RIVERBEND,RB-04397,10.240.18.86,02:00:00:11:2d:81,Success,Antminer S19 95T,20230110,88140.64 GH/s,92567.06 GH/s,9d 20h 55m,64.3/65.6/65.9 C,6276/5411/6219/6219 RPM,Connected,demo-riverbend.04397
DEMO-RIVERBEND,RB-04398,10.240.18.87,02:00:00:11:2e:a6,Success,WhatsMiner M30S++ 112T,20230110,112909.66 GH/s,112356.94 GH/s,8d 12h 02m,72.0/73.8/73.3 C,5566/5823/6072/5620 RPM,Connected,demo-riverbend.04398
DEMO-RIVERBEND,RB-04399,10.240.18.88,02:00:00:11:2f:cb,Success,Antminer S19j Pro 104T,20230315,102041.79 GH/s,105167.29 GH/s,5d 05h 40m,60.6/59.9/61.1 C,6471/5432/6396/5858 RPM,Connected,demo-riverbend.04399
DEMO-RIVERBEND,RB-04400,10.240.18.89,02:00:00:11:30:f0,Success,Antminer S19 95T,20230110,95995.56 GH/s,93478.54 GH/s,4d 12h 10m,76.3/77.3/76.4 C,5434/5752/6267/5777 RPM,Connected,demo-riverbend.04400
DEMO-RIVERBEND,RB-04401,10.240.18.90,02:00:00:11:31:15,Success,WhatsMiner M30S++ 112T,20230110,111089.49 GH/s,109793.37 GH/s,3d 13h 41m,66.4/67.2/67.5 C,5595/5774/6484/6204 RPM,Connected,demo-riverbend.04401
DEMO-RIVERBEND,RB-04402,10.240.18.91,02:00:00:11:32:3a,Success,Antminer S19j Pro 104T,20230315,99769.03 GH/s,106809.83 GH/s,1d 09h 44m,62.2/62.2/63.2 C,6104/5858/5867/5764 RPM,Connected,demo-riverbend.04402
DEMO-RIVERBEND,RB-04403,10.240.18.92,02:00:00:11:33:5f,Success,Antminer S19 95T,20230110,92832.20 GH/s,95085.14 GH/s,5d 11h 30m,62.0/63.4/62.9 C,6409/5573/6204/6117 RPM,Connected,demo-riverbend.04403
DEMO-RIVERBEND,RB-04404,10.240.18.93,02:00:00:11:34:84,Success,WhatsMiner M30S++ 112T,20230110,108056.13 GH/s,112764.97 GH/s,7d 19h 19m,63.1/64.4/63.1 C,6347/5420/6256/6229 RPM,Connected,demo-riverbend.04404
DEMO-RIVERBEND,RB-04405,10.240.18.94,02:00:00:11:35:a9,Success,Antminer S19j Pro 104T,20230315,102830.07 GH/s,101493.71 GH/s,4d 11h 44m,63.2/62.7/64.7 C,5596/5463/6245/5651 RPM,Connected,demo-riverbend.04405
DEMO-RIVERBEND,RB-04406,10.240.18.95,02:00:00:11:36:ce,Success,Antminer S19 95T,20230110,93113.52 GH/s,91346.47 GH/s,6d 00h 58m,67.3/68.9/66.4 C,6111/5770/5795/5857 RPM,Connected,demo-riverbend.04406
DEMO-RIVERBEND,RB-04407,10.240.18.96,02:00:00:11:37:f3,Success,WhatsMiner M30S++ 112T,20230110,103675.17 GH/s,110213.07 GH/s,1d 06h 14m,60.2/60.5/61.6 C,5647/5968/5643/5421 RPM,Connected,demo-riverbend.04407
DEMO-RIVERBEND,RB-04408,10.240.18.97,02:00:00:11:38:18,Success,Antminer S19j Pro 104T,20230315,103022.76 GH/s,102446.78 GH/s,4d 00h 18m,71.9/71.1/72.7 C,5703/6344/5718/5905 RPM,Connected,demo-riverbend.04408
DEMO-RIVERBEND,RB-04409,10.240.18.98,02:00:00:11:39:3d,Success,Antminer S19 95T,20230110,90967.32 GH/s,94411.71 GH/s,7d 02h 04m,66.4/66.7/67.2 C,6327/6487/6170/5882 RPM,Connected,demo-riverbend.04409
DEMO-RIVERBEND,RB-04410,10.240.18.99,02:00:00:11:3a:62,Success,WhatsMiner M30S++ 112T,20230110,115823.53 GH/s,112832.43 GH/s,1d 06h 53m,63.6/64.2/63.7 C,6327/5821/5919/6018 RPM,Connected,demo-riverbend.04410
DEMO-RIVERBEND,RB-04411,10.240.18.100,02:00:00:11:3b:87,Success,Antminer S19j Pro 104T,20230315,107511.30 GH/s,105054.15 GH/s,9d 17h 29m,73.2/75.0/72.9 C,6384/5849/5900/6255 RPM,Connected,demo-riverbend.04411
DEMO-RIVERBEND,RB-04412,10.240.18.101,02:00:00:11:3c:ac,Success,Antminer S19 95T,20230110,90361.60 GH/s,93590.10 GH/s,7d 05h 59m,74.1/73.5/75.5 C,5815/5560/6043/5610 RPM,Connected,demo-riverbend.04412
DEMO-RIVERBEND,RB-04413,10.240.18.102,02:00:00:11:3d:d1,Success,WhatsMiner M30S++ 112T,20230110,105889.98 GH/s,110772.09 GH/s,7d 15h 32m,61.3/61.7/62.6 C,6083/5444/5745/6002 RPM,Connected,demo-riverbend.04413
DEMO-RIVERBEND,RB-04414,10.240.18.103,02:00:00:11:3e:f6,Success,Antminer S19j Pro 104T,20230315,102258.49 GH/s,101600.80 GH/s,8d 22h 44m,68.3/69.4/68.6 C,6372/5452/6324/6239 RPM,Connected,demo-riverbend.04414
DEMO-RIVERBEND,RB-04415,10.240.18.104,02:00:00:11:3f:1b,Success,Antminer S19 95T,20230110,92813.44 GH/s,92440.63 GH/s,3d 02h 09m,67.4/67.2/67.5 C,6278/5861/6477/5547 RPM,Connected,demo-riverbend.04415
DEMO-RIVERBEND,RB-04416,10.240.18.105,02:00:00:11:40:40,Success,WhatsMiner M30S++ 112T,20230110,107532.56 GH/s,111174.74 GH/s,8d 03h 19m,70.3/71.8/69.8 C,6102/5979/6103/5836 RPM,Connected,demo-riverbend.04416
DEMO-RIVERBEND,RB-04417,10.240.18.106,02:00:00:11:41:65,Success,Antminer S19j Pro 104T,20230315,103871.19 GH/s,106276.28 GH/s,4d 08h 33m,69.2/69.1/69.0 C,5487/6018/5412/6474 RPM,Connected,demo-riverbend.04417
DEMO-RIVERBEND,RB-04418,10.240.18.107,02:00:00:11:42:8a,Success,Antminer S19 95T,20230110,95322.95 GH/s,94217.00 GH/s,6d 23h 16m,73.4/72.5/73.5 C,5891/6327/5746/6037 RPM,Connected,demo-riverbend.04418
DEMO-RIVERBEND,RB-04419,10.240.18.108,02:00:00:11:43:af,Success,WhatsMiner M30S++ 112T,20230110,111952.30 GH/s,111726.60 GH/s,5d 15h 56m,69.4/71.2/70.6 C,5840/5868/6064/6428 RPM,Connected,demo-riverbend.04419
DEMO-RIVERBEND,RB-04420,10.240.18.109,02:00:00:11:44:d4,Success,Antminer S19j Pro 104T,20230315,101946.02 GH/s,103751.54 GH/s,7d 02h 10m,75.5/75.4/75.2 C,6191/5703/5988/5802 RPM,Connected,demo-riverbend.04420
DEMO-RIVERBEND,RB-04421,10.240.18.110,02:00:00:11:45:f9,Success,Antminer S19 95T,20230110,96519.43 GH/s,96385.81 GH/s,6d 01h 47m,72.8/73.1/74.7 C,6332/5740/5980/6026 RPM,Connected,demo-riverbend.04421
DEMO-RIVERBEND,RB-04422,10.240.18.111,02:00:00:11:46:1e,Success,WhatsMiner M30S++ 112T,20230110,104638.61 GH/s,108772.84 GH/s,2d 01h 04m,72.0/73.5/72.2 C,5926/5749/5556/6375 RPM,Connected,demo-riverbend.04422
DEMO-RIVERBEND,RB-04423,10.240.18.112,02:00:00:11:47:43,Success,Antminer S19j Pro 104T,20230315,101498.06 GH/s,100076.32 GH/s,4d 13h 56m,60.0/60.9/61.3 C,6380/6471/5711/5833 RPM,Connected,demo-riverbend.04423
DEMO-RIVERBEND,RB-04424,10.240.18.113,02:00:00:11:48:68,Success,Antminer S19 95T,20230110,64202.48 GH/s,97735.34 GH/s,1d 09h 40m,61.1/61.6/62.7 C,5832/5742/6462/5439 RPM,Connected,demo-riverbend.04424
DEMO-RIVERBEND,RB-04425,10.240.18.114,02:00:00:11:49:8d,Success,WhatsMiner M30S++ 112T,20230110,69121.89 GH/s,114636.04 GH/s,1d 07h 24m,72.2/71.4/72.1 C,5453/5599/5583/6202 RPM,Connected,demo-riverbend.04425
DEMO-RIVERBEND,RB-04426,10.240.18.115,02:00:00:11:4a:b2,Success,Antminer S19j Pro 104T,20230315,96788.79 GH/s,100926.01 GH/s,6d 01h 10m,66.9/66.8/68.5 C,5956/6106/5887/5537 RPM,Connected,demo-riverbend.04426
DEMO-RIVERBEND,RB-04427,10.240.18.116,02:00:00:11:4b:d7,Success,Antminer S19 95T,20230110,92185.57 GH/s,94507.99 GH/s,5d 21h 28m,60.5/60.4/59.6 C,5685/6352/6186/6163 RPM,Connected,demo-riverbend.04427
DEMO-RIVERBEND,RB-04428,10.240.18.117,02:00:00:11:4c:fc,Success,WhatsMiner M30S++ 112T,20230110,102418.96 GH/s,108380.41 GH/s,6d 05h 17m,71.0/70.2/72.6 C,6387/5958/5437/6101 RPM,Connected,demo-riverbend.04428
DEMO-RIVERBEND,RB-04429,10.240.18.118,02:00:00:11:4d:21,Success,Antminer S19j Pro 104T,20230315,99871.60 GH/s,101647.46 GH/s,4d 21h 47m,70.3/70.2/70.6 C,5741/5959/6351/6117 RPM,Connected,demo-riverbend.04429
DEMO-RIVERBEND,RB-04430,10.240.18.119,02:00:00:11:4e:46,Success,Antminer S19 95T,20230110,90590.15 GH/s,94721.49 GH/s,1d 08h 30m,60.1/61.1/61.4 C,6500/5886/6426/5765 RPM,Connected,demo-riverbend.04430
DEMO-RIVERBEND,RB-04431,10.240.18.120,02:00:00:11:4f:6b,Success,WhatsMiner M30S++ 112T,20230110,109434.19 GH/s,113361.37 GH/s,6d 19h 45m,77.8/78.4/76.9 C,6299/6238/5707/5698 RPM,Connected,demo-riverbend.04431
DEMO-RIVERBEND,RB-04432,10.240.18.121,02:00:00:11:50:90,Success,Antminer S19j Pro 104T,20230315,101805.57 GH/s,102611.40 GH/s,7d 12h 47m,65.5/66.1/67.4 C,6173/6347/5962/5535 RPM,Connected,demo-riverbend.04432
DEMO-RIVERBEND,RB-04433,10.240.18.122,02:00:00:11:51:b5,Success,Antminer S19 95T,20230110,90233.38 GH/s,93677.10 GH/s,4d 17h 33m,65.2/65.4/66.7 C,5972/5757/5417/6340 RPM,Connected,demo-riverbend.04433
DEMO-RIVERBEND,RB-04434,10.240.18.123,02:00:00:11:52:da,Success,WhatsMiner M30S++ 112T,20230110,108422.62 GH/s,110803.68 GH/s,3d 19h 15m,74.3/76.3/74.4 C,6238/5997/5534/6302 RPM,Connected,demo-riverbend.04434
DEMO-RIVERBEND,RB-04435,10.240.18.124,02:00:00:11:53:ff,Success,Antminer S19j Pro 104T,20230315,109789.72 GH/s,106725.93 GH/s,6d 12h 41m,65.7/66.9/65.2 C,5967/6072/6422/6240 RPM,Connected,demo-riverbend.04435
DEMO-RIVERBEND,RB-04436,10.240.18.125,02:00:00:11:54:24,Success,Antminer S19 95T,20230110,96033.62 GH/s,95360.92 GH/s,3d 21h 41m,75.6/77.4/76.5 C,5527/6487/5568/6110 RPM,Connected,demo-riverbend.04436
DEMO-RIVERBEND,RB-04437,10.240.18.126,02:00:00:11:55:49,Success,WhatsMiner M30S++ 112T,20230110,115249.47 GH/s,113384.56 GH/s,5d 15h 31m,69.9/70.1/69.0 C,5469/6233/6187/6478 RPM,Connected,demo-riverbend.04437
DEMO-RIVERBEND,RB-04438,10.240.18.127,02:00:00:11:56:6e,Success,Antminer S19j Pro 104T,20230315,103996.73 GH/s,104134.63 GH/s,4d 00h 54m,60.2/59.4/60.0 C,5801/6107/5911/5868 RPM,Connected,demo-riverbend.04438
DEMO-RIVERBEND,RB-04439,10.240.18.128,02:00:00:11:57:93,Success,Antminer S19 95T,20230110,93418.26 GH/s,95708.33 GH/s,1d 22h 57m,67.4/68.8/68.7 C,5591/5453/6448/6222 RPM,Connected,demo-riverbend.04439
DEMO-RIVERBEND,RB-04440,10.240.18.129,02:00:00:11:58:b8,Success,WhatsMiner M30S++ 112T,20230110,108450.43 GH/s,108166.13 GH/s,9d 02h 48m,77.1/77.3/76.6 C,6319/6485/5676/6117 RPM,Connected,demo-riverbend.04440
DEMO-RIVERBEND,RB-04441,10.240.18.130,02:00:00:11:59:dd,Success,Antminer S19j Pro 104T,20230315,97481.44 GH/s,100487.53 GH/s,4d 08h 33m,61.5/61.3/61.5 C,5957/5591/5849/6282 RPM,Connected,demo-riverbend.04441
DEMO-RIVERBEND,RB-04442,10.240.18.131,02:00:00:11:5a:02,Success,Antminer S19 95T,20230110,88098.97 GH/s,94312.49 GH/s,5d 07h 01m,68.6/69.4/69.7 C,5684/6331/5453/5552 RPM,Connected,demo-riverbend.04442
DEMO-RIVERBEND,RB-04443,10.240.18.132,02:00:00:11:5b:27,Success,WhatsMiner M30S++ 112T,20230110,106074.07 GH/s,111226.98 GH/s,3d 23h 21m,67.9/67.8/68.0 C,5775/6398/5986/6441 RPM,Connected,demo-riverbend.04443
DEMO-RIVERBEND,RB-04444,10.240.18.133,02:00:00:11:5c:4c,Success,Antminer S19j Pro 104T,20230315,100715.46 GH/s,103741.69 GH/s,1d 15h 42m,68.0/69.9/67.1 C,5447/5715/5747/5950 RPM,Connected,demo-riverbend.04444
DEMO-RIVERBEND,RB-04445,10.240.18.134,02:00:00:11:5d:71,Success,Antminer S19 95T,20230110,90910.21 GH/s,93414.82 GH/s,1d 23h 21m,70.8/71.6/71.4 C,6019/5997/6456/6284 RPM,Connected,demo-riverbend.04445
DEMO-RIVERBEND,RB-04446,10.240.18.135,02:00:00:11:5e:96,Success,WhatsMiner M30S++ 112T,20230110,111602.38 GH/s,112478.49 GH/s,4d 16h 14m,67.5/66.8/66.9 C,5805/6101/5599/6346 RPM,Connected,demo-riverbend.04446
DEMO-RIVERBEND,RB-04447,10.240.18.136,02:00:00:11:5f:bb,Success,Antminer S19j Pro 104T,20230315,104583.15 GH/s,105266.62 GH/s,6d 15h 42m,65.8/66.4/66.2 C,6079/6396/5472/6242 RPM,Connected,demo-riverbend.04447
DEMO-RIVERBEND,RB-04448,10.240.18.137,02:00:00:11:60:e0,Success,Antminer S19 95T,20230110,,,5d 19h 00m,65.9/66.0/65.6 C,6383/5622/6415/6304 RPM,Connected,demo-riverbend.04448
DEMO-RIVERBEND,RB-04449,10.240.18.138,02:00:00:11:61:05,Success,WhatsMiner M30S++ 112T,20230110,106849.51 GH/s,109213.21 GH/s,3d 13h 33m,71.0/70.4/72.2 C,5401/6044/6182/5439 RPM,Connected,demo-riverbend.04449
DEMO-RIVERBEND,RB-04450,10.240.18.139,02:00:00:11:62:2a,Success,Antminer S19j Pro 104T,20230315,99790.55 GH/s,102811.04 GH/s,9d 12h 57m,74.5/76.0/73.9 C,6024/5712/5606/5554 RPM,Connected,demo-riverbend.04450
DEMO-RIVERBEND,RB-04451,10.240.18.140,02:00:00:11:63:4f,Success,Antminer S19 95T,20230110,96726.65 GH/s,95908.64 GH/s,4d 20h 37m,66.5/65.6/68.2 C,6294/6075/5634/5920 RPM,Connected,demo-riverbend.04451
DEMO-RIVERBEND,RB-04452,10.240.18.141,02:00:00:11:64:74,Success,WhatsMiner M30S++ 112T,20230110,108031.10 GH/s,113309.20 GH/s,6d 11h 56m,70.4/70.5/70.1 C,6069/5521/5575/5931 RPM,Connected,demo-riverbend.04452
DEMO-RIVERBEND,RB-04453,10.240.18.142,02:00:00:11:65:99,Success,Antminer S19j Pro 104T,20230315,100066.77 GH/s,100316.30 GH/s,5d 18h 27m,68.7/70.1/68.9 C,5730/6200/6144/5601 RPM,Connected,demo-riverbend.04453
DEMO-RIVERBEND,RB-04454,10.240.18.143,02:00:00:11:66:be,Success,Antminer S19 95T,20230110,92449.24 GH/s,96824.86 GH/s,1d 16h 40m,65.2/65.1/67.0 C,6322/5982/5716/5851 RPM,Connected,demo-riverbend.04454
DEMO-RIVERBEND,RB-04455,10.240.18.144,02:00:00:11:67:e3,Success,WhatsMiner M30S++ 112T,20230110,109087.67 GH/s,111842.18 GH/s,4d 08h 07m,73.6/73.4/75.5 C,6078/5903/6018/5839 RPM,Connected,demo-riverbend.04455
DEMO-RIVERBEND,RB-04456,10.240.18.145,02:00:00:11:68:08,Success,Antminer S19j Pro 104T,20230315,104814.85 GH/s,106381.93 GH/s,5d 06h 40m,69.7/70.3/69.3 C,6443/5902/5634/6400 RPM,Connected,demo-riverbend.04456
